0.38184857,0.48079756,0.5742722,0.83361316,1.0,0.83372587,0.6964416,0.75945544,0.7897937,0.5494537,0.5470046,0.39148256,0.0,False
0.37724102,0.5588551,0.6061353,0.79665554,1.0,0.8605122,0.6771308,0.6991217,0.7957721,0.5932342,0.5905199,0.42938614,0.0,False
0.42368734,0.69616747,0.62677366,0.78277785,1.0,0.9101096,0.7207139,0.71200067,0.8726231,0.6566265,0.65718263,0.48926097,0.01,False
0.4562629,0.77413875,0.61497056,0.81652033,1.0,0.93767285,0.7585057,0.725976,0.89237374,0.6836213,0.6874127,0.51220095,0.01,False
0.5014684,0.68247026,0.5095034,0.79612494,1.0,0.9168486,0.6853398,0.6705538,0.8601695,0.607536,0.6129194,0.5488012,0.0,False
0.54982567,0.66890806,0.44729432,0.7926614,1.0,0.8028448,0.6194506,0.6511627,0.7874275,0.54289174,0.55026364,0.5050338,0.010000000047726025,False
0.5821241,0.6447945,0.4596222,0.7435311,1.0,0.8206884,0.5771952,0.71060145,0.71460223,0.5032349,0.55968815,0.5128463,0.010000000417925077,False
0.5855036,0.6008624,0.43173274,0.6826782,1.0,0.86463344,0.5726387,0.717243,0.6914866,0.52310175,0.5512482,0.52914345,0.01,False
0.54459274,0.59681916,0.45006275,0.7007834,1.0,0.88553625,0.5209493,0.7130146,0.6420426,0.5180681,0.5217783,0.4861312,0.01,False
0.5983792,0.64363396,0.4502073,0.7018069,1.0,0.8826389,0.56058574,0.6954403,0.69154644,0.579944,0.47836992,0.50054175,0.01,False
0.54741335,0.6354921,0.4670484,0.6535928,1.0,0.8029582,0.53850573,0.64007187,0.6998814,0.5303146,0.44281942,0.5448467,0.010001873046012551,False
0.5091977,0.5700711,0.47853243,0.65411717,1.0,0.7817384,0.52698135,0.6233402,0.680808,0.5161225,0.395422,0.4693476,0.0100000470079773,False
0.57734,0.58586836,0.48881343,0.6724883,1.0,0.7710731,0.5191978,0.6767519,0.6906432,0.5157608,0.409616,0.5222543,0.01,False
0.5926411,0.6496379,0.56221646,0.71799713,1.0,0.86349565,0.51739854,0.75282955,0.72681594,0.5276662,0.4321355,0.50624543,0.010000000814014906,False
0.7368202,0.73573744,0.6511856,0.79180175,1.0,0.8609161,0.62167245,0.813739,0.7930135,0.5782291,0.47202083,0.5522693,0.01,False
0.71096784,0.77666855,0.6119664,0.7893602,1.0,0.86099744,0.61564,0.7934468,0.79474723,0.5635479,0.474184,0.6053605,0.01,False
0.7089681,0.7751203,0.6429717,0.8004725,1.0,0.9354027,0.60299027,0.8269814,0.79749674,0.612575,0.47476846,0.6714746,0.01,False
0.69935256,0.7438653,0.6230214,0.7676999,1.0,0.8459876,0.55230415,0.807654,0.7208346,0.5567727,0.4792605,0.62223434,0.01000032860450166,False
0.78198653,0.8127873,0.6934618,0.7973727,1.0,0.81857544,0.5404572,0.85981494,0.7383086,0.5262831,0.5180366,0.6965446,0.01,False
0.8801671,0.8372958,0.716724,0.81570005,1.0,0.8008611,0.5685626,0.88257635,0.80697554,0.54480624,0.49365067,0.6821987,0.01,False
0.89884526,0.81327903,0.73266214,0.782857,1.0,0.81454057,0.59413683,0.8812732,0.8960947,0.6065334,0.528059,0.763127,0.01,False
0.8506358,0.9350229,0.7722889,0.83177143,1.0,0.8670838,0.5982904,0.92642105,0.93175113,0.5649198,0.5644018,0.75950783,0.01,False
0.8965147,0.928258,0.71368355,0.8876062,1.0,0.87980074,0.6038266,0.8767374,0.97283435,0.6160608,0.48296103,0.85741127,0.010037765502929688,False
0.94375795,0.95761013,0.6640783,0.87892413,0.9863146,0.84363985,0.7051114,0.84871614,1.0,0.55341744,0.48521662,0.7938983,0.01000032860450166,False
0.96317,0.9510835,0.74213195,0.9302217,0.94787467,0.8088408,0.7122888,0.86387616,1.0,0.5898016,0.5678653,0.7858787,0.010000000000001869,False
0.9460289,1.0,0.76044154,0.90672135,0.95187074,0.8418522,0.76622736,0.7853519,0.98766357,0.5887336,0.5257061,0.7490572,0.01,False
0.8720264,1.0,0.7934686,0.90701663,0.8446925,0.76238567,0.6405919,0.7257892,0.91713107,0.61436254,0.5441528,0.69061327,0.01,False
0.7808573,1.0,0.7440024,0.7655137,0.72025293,0.74916595,0.58509016,0.67701143,0.78033894,0.5430476,0.5499364,0.6361881,0.01,False
0.82318777,1.0,0.6919951,0.7829925,0.7084223,0.7539698,0.5551867,0.6603108,0.75315255,0.5544124,0.56837696,0.6385608,0.010000127845232541,False
0.8446286,1.0,0.81788677,0.7995201,0.7277632,0.7973793,0.61096317,0.7084484,0.7703164,0.69828975,0.5164971,0.5830035,0.01,True
0.8433507,1.0,0.7823024,0.83607894,0.6723829,0.8148722,0.6737366,0.70412785,0.9240528,0.7365913,0.536803,0.70848525,0.01000020633903134,True
0.69484967,1.0,0.64900345,0.7990485,0.59563375,0.6962536,0.544662,0.6319932,0.8381522,0.6526379,0.48085627,0.6053169,0.0100028158258111,True
0.68964386,1.0,0.68087053,0.8530089,0.58888197,0.7172786,0.57396084,0.619441,0.7658161,0.5868728,0.49108693,0.6240348,0.0100028158258111,True
0.8475146,1.0,0.7493169,0.85123265,0.58051646,0.8051058,0.7061092,0.7392756,0.8228643,0.6845012,0.66038394,0.7198205,0.01,True
0.7475048,1.0,0.7453624,0.84206617,0.5966229,0.708676,0.64175695,0.6533599,0.8767207,0.5942471,0.63849175,0.67531145,0.01,True
0.7709645,1.0,0.81237984,0.8837374,0.66173923,0.7200455,0.75556004,0.7308842,0.88768256,0.60388595,0.6196971,0.69513685,0.01000123296498612,True
0.7946136,1.0,0.86656547,0.9075283,0.7187143,0.71623313,0.7472018,0.7313179,0.9122871,0.558191,0.63720834,0.71378857,0.01,False
0.92746645,1.0,0.9876947,0.9154237,0.79231507,0.78878826,0.88651544,0.7210593,0.92411417,0.66362125,0.76233834,0.93788755,0.01,False
0.75895274,1.0,0.9010051,0.8249317,0.79957324,0.696532,0.77116936,0.67267895,0.74847937,0.6198814,0.6243103,0.63810396,0.01,False
0.6153247,1.0,0.8457371,0.79401124,0.7331055,0.64384854,0.69006455,0.64954424,0.6408882,0.520888,0.5850586,0.55104613,0.01,False
0.5566591,1.0,0.81806475,0.76469845,0.74787885,0.6608699,0.6691686,0.63701856,0.6252739,0.5144674,0.5759481,0.52601844,0.010000001546554296,False
0.67488825,1.0,0.7775441,0.8280037,0.7984433,0.8014669,0.7158229,0.7312993,0.7669824,0.54868644,0.6116994,0.56255436,0.01,False
0.6937987,0.9808623,0.8801691,1.0,0.9739963,0.91281796,0.73516357,0.76658404,0.735679,0.59034914,0.70144266,0.6093192,0.01,False
0.8013954,0.94950056,0.9297018,1.0,0.998785,0.9520216,0.67831904,0.81969565,0.7822761,0.5896239,0.6180446,0.6330713,0.010000078102280324,False
0.7606576,0.7929873,0.94132483,1.0,0.9738145,0.8824838,0.61789405,0.7677168,0.78259337,0.51485413,0.5918816,0.71624917,0.01000032860450166,False
0.75252575,0.6936738,0.8417942,0.9721925,1.0,0.86122763,0.5925983,0.8037429,0.7839999,0.5654256,0.6595652,0.7098796,0.01,False
